Data,Codigo,Produto,Grupo,Setor,Quantidade_Consumida
2024-01-31,0008,Luva Procedimento M,Material Hospitalar,Urgencia,98
2024-01-31,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,53
2024-01-31,0014,Furosemida 20mg,Medicamento,Urgencia,27
2024-01-31,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,75
2024-01-31,0007,Agulha 25x7,Material Hospitalar,UTI,73
2024-01-31,0023,Compressa Gaze,Material Hospitalar,Urgencia,33
2024-01-31,0004,Equipo Macrogotas,Material Hospitalar,Clínica Médica,12
2024-01-31,0009,Omeprazol 40mg,Medicamento,Urgencia,15
2024-01-31,0022,Mascara Cirurgica,Material Hospitalar,UTI,87
2024-01-31,0025,Alcool 70%,Material Hospitalar,UTI,117
2024-02-01,0007,Agulha 25x7,Material Hospitalar,Urgencia,85
2024-02-01,0015,Hidrocortisona 100mg,Medicamento,Clínica Médica,32
2024-02-01,0014,Furosemida 20mg,Medicamento,Urgencia,54
2024-02-01,0012,Metoclopramida 10mg,Medicamento,UTI,20
2024-02-01,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,44
2024-02-01,0010,Ceftriaxona 1g,Antibiotico,Urgencia,28
2024-02-01,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,37
2024-02-01,0025,Alcool 70%,Material Hospitalar,Clínica Médica,39
2024-02-01,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,35
2024-02-01,0024,Esparadrapo,Material Hospitalar,Urgencia,75
2024-02-01,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,99
2024-02-02,0005,Seringa 10mL,Material Hospitalar,UTI,84
2024-02-02,0001,Dipirona 500mg/mL,Medicamento,Clínica Médica,4
2024-02-02,0020,Cateter Venoso 20G,Material Hospitalar,UTI,31
2024-02-02,0016,Adrenalina 1mg/mL,Medicamento,UTI,3
2024-02-02,0013,Ondansetrona 4mg,Medicamento,Urgencia,42
2024-02-02,0019,Glicose 50%,Solucoes,UTI,16
2024-02-02,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,22
2024-02-02,0004,Equipo Macrogotas,Material Hospitalar,UTI,28
2024-02-02,0023,Compressa Gaze,Material Hospitalar,Clínica Médica,109
2024-02-02,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,102
2024-02-02,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,64
2024-02-02,0014,Furosemida 20mg,Medicamento,Urgencia,44
2024-02-02,0024,Esparadrapo,Material Hospitalar,UTI,27
2024-02-02,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,37
2024-02-02,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,114
2024-02-02,0025,Alcool 70%,Material Hospitalar,UTI,37
2024-02-02,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,39
2024-02-03,0010,Ceftriaxona 1g,Antibiotico,Clínica Médica,6
2024-02-03,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,19
2024-02-03,0006,Seringa 20mL,Material Hospitalar,UTI,21
2024-02-03,0013,Ondansetrona 4mg,Medicamento,Urgencia,18
2024-02-03,0023,Compressa Gaze,Material Hospitalar,UTI,24
2024-02-03,0019,Glicose 50%,Solucoes,Urgencia,30
2024-02-03,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,48
2024-02-03,0025,Alcool 70%,Material Hospitalar,UTI,51
2024-02-03,0009,Omeprazol 40mg,Medicamento,Urgencia,14
2024-02-03,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,41
2024-02-03,0024,Esparadrapo,Material Hospitalar,Clínica Médica,118
2024-02-03,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,64
2024-02-03,0008,Luva Procedimento M,Material Hospitalar,UTI,23
2024-02-04,0014,Furosemida 20mg,Medicamento,Urgencia,29
2024-02-04,0010,Ceftriaxona 1g,Antibiotico,Urgencia,9
2024-02-04,0016,Adrenalina 1mg/mL,Medicamento,UTI,20
2024-02-04,0021,Cateter Venoso 22G,Material Hospitalar,UTI,85
2024-02-04,0019,Glicose 50%,Solucoes,Bloco Cirurgico,68
2024-02-04,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,32
2024-02-04,0011,Ampicilina 1g,Antibiotico,Urgencia,5
2024-02-04,0009,Omeprazol 40mg,Medicamento,Urgencia,12
2024-02-04,0022,Mascara Cirurgica,Material Hospitalar,UTI,53
2024-02-04,0004,Equipo Macrogotas,Material Hospitalar,UTI,88
2024-02-04,0013,Ondansetrona 4mg,Medicamento,UTI,59
2024-02-04,0012,Metoclopramida 10mg,Medicamento,Urgencia,50
2024-02-04,0008,Luva Procedimento M,Material Hospitalar,Clínica Médica,82
2024-02-04,0001,Dipirona 500mg/mL,Medicamento,UTI,20
2024-02-04,0015,Hidrocortisona 100mg,Medicamento,Urgencia,1
2024-02-05,0024,Esparadrapo,Material Hospitalar,UTI,32
2024-02-05,0015,Hidrocortisona 100mg,Medicamento,Urgencia,45
2024-02-05,0007,Agulha 25x7,Material Hospitalar,Urgencia,59
2024-02-05,0019,Glicose 50%,Solucoes,Urgencia,12
2024-02-05,0025,Alcool 70%,Material Hospitalar,Clínica Médica,10
2024-02-05,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,38
2024-02-05,0018,Cloreto de Sodio 20%,Solucoes,UTI,9
2024-02-05,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,47
2024-02-05,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,55
2024-02-05,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,43
2024-02-05,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,18
2024-02-05,0008,Luva Procedimento M,Material Hospitalar,Urgencia,35
2024-02-05,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Clínica Médica,76
2024-02-05,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,77
2024-02-06,0008,Luva Procedimento M,Material Hospitalar,Bloco Cirurgico,13
2024-02-06,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,6
2024-02-06,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,22
2024-02-06,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,92
2024-02-06,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,5
2024-02-06,0013,Ondansetrona 4mg,Medicamento,Urgencia,54
2024-02-06,0007,Agulha 25x7,Material Hospitalar,UTI,94
2024-02-06,0010,Ceftriaxona 1g,Antibiotico,Urgencia,12
2024-02-07,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,21
2024-02-07,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,57
2024-02-07,0023,Compressa Gaze,Material Hospitalar,UTI,53
2024-02-07,0025,Alcool 70%,Material Hospitalar,UTI,52
2024-02-07,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,6
2024-02-07,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,44
2024-02-07,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,118
2024-02-07,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,43
2024-02-07,0009,Omeprazol 40mg,Medicamento,Urgencia,47
2024-02-07,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,19
2024-02-07,0024,Esparadrapo,Material Hospitalar,Urgencia,84
2024-02-07,0008,Luva Procedimento M,Material Hospitalar,Urgencia,77
2024-02-07,0018,Cloreto de Sodio 20%,Solucoes,Clínica Médica,23
2024-02-07,0011,Ampicilina 1g,Antibiotico,Urgencia,29
2024-02-07,0010,Ceftriaxona 1g,Antibiotico,UTI,21
2024-02-07,0006,Seringa 20mL,Material Hospitalar,Urgencia,36
2024-02-07,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,28
2024-02-08,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,48
2024-02-08,0025,Alcool 70%,Material Hospitalar,Urgencia,115
2024-02-08,0019,Glicose 50%,Solucoes,Urgencia,17
2024-02-08,0006,Seringa 20mL,Material Hospitalar,UTI,30
2024-02-08,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,18
2024-02-08,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,24
2024-02-08,0001,Dipirona 500mg/mL,Medicamento,UTI,58
2024-02-08,0015,Hidrocortisona 100mg,Medicamento,Urgencia,42
2024-02-08,0021,Cateter Venoso 22G,Material Hospitalar,Clínica Médica,89
2024-02-08,0012,Metoclopramida 10mg,Medicamento,UTI,27
2024-02-09,0006,Seringa 20mL,Material Hospitalar,Urgencia,20
2024-02-09,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,14
2024-02-09,0023,Compressa Gaze,Material Hospitalar,UTI,66
2024-02-09,0011,Ampicilina 1g,Antibiotico,UTI,2
2024-02-09,0008,Luva Procedimento M,Material Hospitalar,Urgencia,16
2024-02-09,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,3
2024-02-09,0013,Ondansetrona 4mg,Medicamento,UTI,39
2024-02-09,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,11
2024-02-09,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,46
2024-02-09,0014,Furosemida 20mg,Medicamento,Urgencia,26
2024-02-09,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,36
2024-02-09,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,46
2024-02-10,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,6
2024-02-10,0014,Furosemida 20mg,Medicamento,Urgencia,44
2024-02-10,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,17
2024-02-10,0015,Hidrocortisona 100mg,Medicamento,Clínica Médica,23
2024-02-10,0021,Cateter Venoso 22G,Material Hospitalar,UTI,17
2024-02-10,0011,Ampicilina 1g,Antibiotico,UTI,26
2024-02-10,0017,"Atropina 0,25mg/mL",Medicamento,Clínica Médica,13
2024-02-10,0019,Glicose 50%,Solucoes,UTI,51
2024-02-10,0010,Ceftriaxona 1g,Antibiotico,Urgencia,16
2024-02-10,0024,Esparadrapo,Material Hospitalar,UTI,39
2024-02-10,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,20
2024-02-11,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,14
2024-02-11,0021,Cateter Venoso 22G,Material Hospitalar,Urgencia,32
2024-02-11,0007,Agulha 25x7,Material Hospitalar,Urgencia,75
2024-02-11,0010,Ceftriaxona 1g,Antibiotico,Urgencia,2
2024-02-11,0019,Glicose 50%,Solucoes,Clínica Médica,77
2024-02-11,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,71
2024-02-11,0014,Furosemida 20mg,Medicamento,Urgencia,23
2024-02-11,0006,Seringa 20mL,Material Hospitalar,Clínica Médica,91
2024-02-12,0013,Ondansetrona 4mg,Medicamento,Urgencia,2
2024-02-12,0009,Omeprazol 40mg,Medicamento,Urgencia,14
2024-02-12,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,19
2024-02-12,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,34
2024-02-12,0016,Adrenalina 1mg/mL,Medicamento,UTI,33
2024-02-12,0004,Equipo Macrogotas,Material Hospitalar,Clínica Médica,23
2024-02-12,0007,Agulha 25x7,Material Hospitalar,Urgencia,89
2024-02-12,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,56
2024-02-12,0014,Furosemida 20mg,Medicamento,UTI,41
2024-02-12,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,13
2024-02-12,0008,Luva Procedimento M,Material Hospitalar,Urgencia,17
2024-02-12,0024,Esparadrapo,Material Hospitalar,UTI,77
2024-02-12,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,72
2024-02-12,0025,Alcool 70%,Material Hospitalar,Urgencia,21
2024-02-13,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,89
2024-02-13,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,106
2024-02-13,0012,Metoclopramida 10mg,Medicamento,UTI,39
2024-02-13,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,37
2024-02-13,0020,Cateter Venoso 20G,Material Hospitalar,UTI,61
2024-02-13,0013,Ondansetrona 4mg,Medicamento,Urgencia,36
2024-02-13,0001,Dipirona 500mg/mL,Medicamento,UTI,39
2024-02-13,0003,Soro Glicosado 5% 500mL,Solucoes,Bloco Cirurgico,67
2024-02-13,0007,Agulha 25x7,Material Hospitalar,UTI,108
2024-02-13,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,28
2024-02-13,0008,Luva Procedimento M,Material Hospitalar,UTI,80
2024-02-14,0008,Luva Procedimento M,Material Hospitalar,UTI,72
2024-02-14,0020,Cateter Venoso 20G,Material Hospitalar,UTI,64
2024-02-14,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,72
2024-02-14,0019,Glicose 50%,Solucoes,Clínica Médica,56
2024-02-14,0004,Equipo Macrogotas,Material Hospitalar,Clínica Médica,51
2024-02-14,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,13
2024-02-14,0009,Omeprazol 40mg,Medicamento,Urgencia,17
2024-02-14,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,9
2024-02-14,0012,Metoclopramida 10mg,Medicamento,Bloco Cirurgico,48
2024-02-14,0014,Furosemida 20mg,Medicamento,Urgencia,10
2024-02-14,0025,Alcool 70%,Material Hospitalar,Clínica Médica,69
2024-02-14,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,32
2024-02-15,0006,Seringa 20mL,Material Hospitalar,Urgencia,29
2024-02-15,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,67
2024-02-15,0004,Equipo Macrogotas,Material Hospitalar,UTI,109
2024-02-15,0010,Ceftriaxona 1g,Antibiotico,Urgencia,15
2024-02-15,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,37
2024-02-15,0014,Furosemida 20mg,Medicamento,Urgencia,58
2024-02-15,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,12
2024-02-15,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,42
2024-02-15,0009,Omeprazol 40mg,Medicamento,Urgencia,48
2024-02-15,0011,Ampicilina 1g,Antibiotico,Clínica Médica,8
2024-02-15,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,34
2024-02-15,0019,Glicose 50%,Solucoes,Clínica Médica,54
2024-02-15,0007,Agulha 25x7,Material Hospitalar,Urgencia,45
2024-02-15,0001,Dipirona 500mg/mL,Medicamento,UTI,14
2024-02-16,0014,Furosemida 20mg,Medicamento,UTI,25
2024-02-16,0007,Agulha 25x7,Material Hospitalar,Urgencia,39
2024-02-16,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,48
2024-02-16,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,55
2024-02-16,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,21
2024-02-16,0025,Alcool 70%,Material Hospitalar,Urgencia,41
2024-02-16,0015,Hidrocortisona 100mg,Medicamento,Urgencia,39
2024-02-16,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,114
2024-02-16,0001,Dipirona 500mg/mL,Medicamento,UTI,21
2024-02-16,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,30
2024-02-16,0011,Ampicilina 1g,Antibiotico,Clínica Médica,14
2024-02-16,0017,"Atropina 0,25mg/mL",Medicamento,Bloco Cirurgico,7
2024-02-16,0019,Glicose 50%,Solucoes,Urgencia,79
2024-02-16,0005,Seringa 10mL,Material Hospitalar,Urgencia,31
2024-02-16,0013,Ondansetrona 4mg,Medicamento,Clínica Médica,22
2024-02-16,0006,Seringa 20mL,Material Hospitalar,UTI,22
2024-02-17,0009,Omeprazol 40mg,Medicamento,UTI,8
2024-02-17,0025,Alcool 70%,Material Hospitalar,UTI,25
2024-02-17,0024,Esparadrapo,Material Hospitalar,Bloco Cirurgico,117
2024-02-17,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,74
2024-02-17,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,108
2024-02-17,0014,Furosemida 20mg,Medicamento,UTI,42
2024-02-17,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,98
2024-02-17,0010,Ceftriaxona 1g,Antibiotico,UTI,14
2024-02-17,0016,Adrenalina 1mg/mL,Medicamento,UTI,27
2024-02-18,0019,Glicose 50%,Solucoes,Urgencia,8
2024-02-18,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,28
2024-02-18,0023,Compressa Gaze,Material Hospitalar,Urgencia,35
2024-02-18,0001,Dipirona 500mg/mL,Medicamento,Urgencia,21
2024-02-18,0011,Ampicilina 1g,Antibiotico,Urgencia,7
2024-02-18,0006,Seringa 20mL,Material Hospitalar,Urgencia,47
2024-02-18,0008,Luva Procedimento M,Material Hospitalar,Urgencia,69
2024-02-18,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,29
2024-02-18,0003,Soro Glicosado 5% 500mL,Solucoes,UTI,75
2024-02-19,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,1
2024-02-19,0001,Dipirona 500mg/mL,Medicamento,Urgencia,52
2024-02-19,0019,Glicose 50%,Solucoes,Urgencia,51
2024-02-19,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,54
2024-02-19,0009,Omeprazol 40mg,Medicamento,UTI,17
2024-02-19,0022,Mascara Cirurgica,Material Hospitalar,UTI,29
2024-02-19,0021,Cateter Venoso 22G,Material Hospitalar,Bloco Cirurgico,100
2024-02-19,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,56
2024-02-19,0023,Compressa Gaze,Material Hospitalar,Bloco Cirurgico,84
2024-02-19,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,26
2024-02-19,0010,Ceftriaxona 1g,Antibiotico,UTI,25
2024-02-20,0009,Omeprazol 40mg,Medicamento,Clínica Médica,36
2024-02-20,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,8
2024-02-20,0024,Esparadrapo,Material Hospitalar,Urgencia,48
2024-02-20,0001,Dipirona 500mg/mL,Medicamento,UTI,1
2024-02-20,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,109
2024-02-20,0007,Agulha 25x7,Material Hospitalar,Bloco Cirurgico,63
2024-02-20,0008,Luva Procedimento M,Material Hospitalar,Urgencia,117
2024-02-20,0015,Hidrocortisona 100mg,Medicamento,Urgencia,31
2024-02-20,0016,Adrenalina 1mg/mL,Medicamento,Clínica Médica,25
2024-02-20,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,30
2024-02-20,0025,Alcool 70%,Material Hospitalar,Urgencia,115
2024-02-21,0025,Alcool 70%,Material Hospitalar,Bloco Cirurgico,79
2024-02-21,0019,Glicose 50%,Solucoes,Clínica Médica,36
2024-02-21,0011,Ampicilina 1g,Antibiotico,Bloco Cirurgico,20
2024-02-21,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,52
2024-02-21,0005,Seringa 10mL,Material Hospitalar,Clínica Médica,51
2024-02-21,0001,Dipirona 500mg/mL,Medicamento,Bloco Cirurgico,56
2024-02-21,0024,Esparadrapo,Material Hospitalar,Urgencia,66
2024-02-21,0022,Mascara Cirurgica,Material Hospitalar,UTI,30
2024-02-21,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Urgencia,7
2024-02-21,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,37
2024-02-21,0008,Luva Procedimento M,Material Hospitalar,UTI,28
2024-02-21,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,94
2024-02-21,0017,"Atropina 0,25mg/mL",Medicamento,UTI,57
2024-02-22,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,26
2024-02-22,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,75
2024-02-22,0005,Seringa 10mL,Material Hospitalar,Urgencia,25
2024-02-22,0013,Ondansetrona 4mg,Medicamento,UTI,39
2024-02-22,0008,Luva Procedimento M,Material Hospitalar,UTI,97
2024-02-22,0016,Adrenalina 1mg/mL,Medicamento,Bloco Cirurgico,38
2024-02-22,0014,Furosemida 20mg,Medicamento,Bloco Cirurgico,10
2024-02-22,0024,Esparadrapo,Material Hospitalar,Clínica Médica,72
2024-02-22,0015,Hidrocortisona 100mg,Medicamento,UTI,32
2024-02-22,0019,Glicose 50%,Solucoes,Urgencia,24
2024-02-22,0006,Seringa 20mL,Material Hospitalar,UTI,77
2024-02-22,0020,Cateter Venoso 20G,Material Hospitalar,Bloco Cirurgico,95
2024-02-22,0009,Omeprazol 40mg,Medicamento,Urgencia,40
2024-02-22,0011,Ampicilina 1g,Antibiotico,Clínica Médica,22
2024-02-22,0023,Compressa Gaze,Material Hospitalar,Urgencia,23
2024-02-22,0012,Metoclopramida 10mg,Medicamento,Urgencia,41
2024-02-23,0014,Furosemida 20mg,Medicamento,Urgencia,8
2024-02-23,0013,Ondansetrona 4mg,Medicamento,Bloco Cirurgico,47
2024-02-23,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,119
2024-02-23,0025,Alcool 70%,Material Hospitalar,UTI,51
2024-02-23,0021,Cateter Venoso 22G,Material Hospitalar,UTI,79
2024-02-23,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,7
2024-02-23,0022,Mascara Cirurgica,Material Hospitalar,UTI,118
2024-02-23,0019,Glicose 50%,Solucoes,Clínica Médica,44
2024-02-23,0005,Seringa 10mL,Material Hospitalar,UTI,101
2024-02-23,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,12
2024-02-23,0024,Esparadrapo,Material Hospitalar,Clínica Médica,57
2024-02-23,0011,Ampicilina 1g,Antibiotico,Urgencia,4
2024-02-23,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,46
2024-02-23,0016,Adrenalina 1mg/mL,Medicamento,Urgencia,32
2024-02-23,0004,Equipo Macrogotas,Material Hospitalar,Urgencia,20
2024-02-24,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,35
2024-02-24,0025,Alcool 70%,Material Hospitalar,Urgencia,102
2024-02-24,0012,Metoclopramida 10mg,Medicamento,Urgencia,38
2024-02-24,0019,Glicose 50%,Solucoes,UTI,64
2024-02-24,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,20
2024-02-24,0008,Luva Procedimento M,Material Hospitalar,Clínica Médica,117
2024-02-24,0018,Cloreto de Sodio 20%,Solucoes,UTI,7
2024-02-24,0024,Esparadrapo,Material Hospitalar,Clínica Médica,39
2024-02-24,0003,Soro Glicosado 5% 500mL,Solucoes,Urgencia,25
2024-02-24,0009,Omeprazol 40mg,Medicamento,Urgencia,26
2024-02-24,0005,Seringa 10mL,Material Hospitalar,Urgencia,94
2024-02-24,0014,Furosemida 20mg,Medicamento,UTI,34
2024-02-24,0007,Agulha 25x7,Material Hospitalar,Urgencia,56
2024-02-24,0011,Ampicilina 1g,Antibiotico,Urgencia,11
2024-02-25,0019,Glicose 50%,Solucoes,Urgencia,67
2024-02-25,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,67
2024-02-25,0021,Cateter Venoso 22G,Material Hospitalar,UTI,47
2024-02-25,0009,Omeprazol 40mg,Medicamento,Urgencia,21
2024-02-25,0024,Esparadrapo,Material Hospitalar,Urgencia,62
2024-02-25,0006,Seringa 20mL,Material Hospitalar,Bloco Cirurgico,23
2024-02-25,0007,Agulha 25x7,Material Hospitalar,Clínica Médica,26
2024-02-25,0018,Cloreto de Sodio 20%,Solucoes,Bloco Cirurgico,10
2024-02-25,0010,Ceftriaxona 1g,Antibiotico,Bloco Cirurgico,23
2024-02-25,0008,Luva Procedimento M,Material Hospitalar,Urgencia,107
2024-02-25,0025,Alcool 70%,Material Hospitalar,UTI,47
2024-02-25,0014,Furosemida 20mg,Medicamento,Urgencia,53
2024-02-25,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,39
2024-02-25,0013,Ondansetrona 4mg,Medicamento,UTI,14
2024-02-25,0004,Equipo Macrogotas,Material Hospitalar,UTI,34
2024-02-25,0001,Dipirona 500mg/mL,Medicamento,UTI,14
2024-02-26,0017,"Atropina 0,25mg/mL",Medicamento,Urgencia,33
2024-02-26,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,UTI,18
2024-02-26,0025,Alcool 70%,Material Hospitalar,UTI,108
2024-02-26,0001,Dipirona 500mg/mL,Medicamento,Urgencia,14
2024-02-26,0005,Seringa 10mL,Material Hospitalar,Bloco Cirurgico,77
2024-02-26,0008,Luva Procedimento M,Material Hospitalar,Urgencia,101
2024-02-26,0024,Esparadrapo,Material Hospitalar,Clínica Médica,114
2024-02-26,0013,Ondansetrona 4mg,Medicamento,Urgencia,22
2024-02-26,0011,Ampicilina 1g,Antibiotico,Clínica Médica,23
2024-02-26,0020,Cateter Venoso 20G,Material Hospitalar,UTI,71
2024-02-26,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,30
2024-02-26,0007,Agulha 25x7,Material Hospitalar,UTI,20
2024-02-26,0004,Equipo Macrogotas,Material Hospitalar,Clínica Médica,59
2024-02-26,0012,Metoclopramida 10mg,Medicamento,UTI,21
2024-02-26,0009,Omeprazol 40mg,Medicamento,Urgencia,20
2024-02-26,0018,Cloreto de Sodio 20%,Solucoes,Urgencia,48
2024-02-26,0010,Ceftriaxona 1g,Antibiotico,Urgencia,29
2024-02-27,0018,Cloreto de Sodio 20%,Solucoes,UTI,59
2024-02-27,0007,Agulha 25x7,Material Hospitalar,UTI,37
2024-02-27,0020,Cateter Venoso 20G,Material Hospitalar,Urgencia,85
2024-02-27,0021,Cateter Venoso 22G,Material Hospitalar,UTI,95
2024-02-27,0011,Ampicilina 1g,Antibiotico,Urgencia,24
2024-02-27,0016,Adrenalina 1mg/mL,Medicamento,UTI,55
2024-02-27,0014,Furosemida 20mg,Medicamento,Clínica Médica,8
2024-02-27,0005,Seringa 10mL,Material Hospitalar,UTI,15
2024-02-27,0024,Esparadrapo,Material Hospitalar,Clínica Médica,91
2024-02-27,0010,Ceftriaxona 1g,Antibiotico,Urgencia,12
2024-02-27,0023,Compressa Gaze,Material Hospitalar,UTI,36
2024-02-27,0025,Alcool 70%,Material Hospitalar,Urgencia,115
2024-02-27,0022,Mascara Cirurgica,Material Hospitalar,Clínica Médica,102
2024-02-27,0006,Seringa 20mL,Material Hospitalar,UTI,108
2024-02-27,0012,Metoclopramida 10mg,Medicamento,Urgencia,35
2024-02-27,0019,Glicose 50%,Solucoes,UTI,60
2024-02-28,0002,"Soro Fisiologico 0,9% 500mL",Solucoes,Clínica Médica,59
2024-02-28,0003,Soro Glicosado 5% 500mL,Solucoes,Clínica Médica,17
2024-02-28,0004,Equipo Macrogotas,Material Hospitalar,Bloco Cirurgico,119
2024-02-28,0021,Cateter Venoso 22G,Material Hospitalar,Clínica Médica,86
2024-02-28,0012,Metoclopramida 10mg,Medicamento,Clínica Médica,45
2024-02-28,0022,Mascara Cirurgica,Material Hospitalar,Urgencia,117
2024-02-28,0015,Hidrocortisona 100mg,Medicamento,Bloco Cirurgico,8
2024-02-28,0020,Cateter Venoso 20G,Material Hospitalar,Clínica Médica,118
2024-02-29,0024,Esparadrapo,Material Hospitalar,Urgencia,24
2024-02-29,0009,Omeprazol 40mg,Medicamento,Bloco Cirurgico,2
2024-02-29,0022,Mascara Cirurgica,Material Hospitalar,Bloco Cirurgico,114
2024-02-29,0011,Ampicilina 1g,Antibiotico,UTI,19
2024-02-29,0006,Seringa 20mL,Material Hospitalar,UTI,19
